,Airline,Confirmed,CreationDate,Date,Destination,FlightNumber,Scheduled,Type
155,Icelandair,Á áætlun,2021-07-24,2021-07-27,Zurich,FI568,07:20,Departure
156,Icelandair,Á áætlun,2021-07-24,2021-07-27,Frankfurt,FI520,07:25,Departure
157,Icelandair,Á áætlun,2021-07-24,2021-07-27,Helsinki,FI342AY6816,07:30,Departure
158,Icelandair,Á áætlun,2021-07-24,2021-07-27,Stokkhólmur,FI306SK6156 SU3615 AY6814,07:35,Departure
159,Icelandair,Á áætlun,2021-07-24,2021-07-27,Amsterdam,FI500SU3617,07:40,Departure
160,Icelandair,Á áætlun,2021-07-24,2021-07-27,París CDG,FI542,07:40,Departure
161,Icelandair,Á áætlun,2021-07-24,2021-07-27,London Heathrow,FI450,07:40,Departure
162,Icelandair,Á áætlun,2021-07-24,2021-07-27,Berlin Brandenburg,FI528,07:40,Departure
163,Icelandair,Á áætlun,2021-07-24,2021-07-27,Kaupmannahöfn,FI204SK6150 SU4480,07:45,Departure
164,Icelandair,Á áætlun,2021-07-24,2021-07-27,París CDG,FI544,07:45,Departure
165,Icelandair,Á áætlun,2021-07-24,2021-07-27,Hamborg,FI510,07:50,Departure
166,Neos,Á áætlun,2021-07-24,2021-07-27,Malaga,NO2904,08:20,Departure
167,Delta,Á áætlun,2021-07-24,2021-07-27,Minneapolis St Paul,DL261,09:30,Departure
168,Enter Air Spolka z.o.o.,Á áætlun,2021-07-24,2021-07-27,Trondheim,ENT555,09:30,Departure
169,Play,Á áætlun,2021-07-24,2021-07-27,Alicante,OG600,10:00,Departure
170,Play,Á áætlun,2021-07-24,2021-07-27,Tenerife South,OG620,10:05,Departure
171,Delta,Á áætlun,2021-07-24,2021-07-27,Boston,DL267,10:15,Departure
172,United Airlines,Á áætlun,2021-07-24,2021-07-27,Chicago,UA913,10:30,Departure
173,SAS,Á áætlun,2021-07-24,2021-07-27,Kaupmannahöfn,SK596,10:30,Departure
174,British Airways,Á áætlun,2021-07-24,2021-07-27,London Heathrow,BA801AA6569,10:45,Departure
175,Delta,Á áætlun,2021-07-24,2021-07-27,New York JFK,DL247,10:50,Departure
176,United Airlines,Á áætlun,2021-07-24,2021-07-27,New York Newark,UA967,11:20,Departure
177,Wizz Air,Á áætlun,2021-07-24,2021-07-27,Wroclaw,W61898,11:50,Departure
178,Lufthansa,Á áætlun,2021-07-24,2021-07-27,Frankfurt,LH857,13:35,Departure
179,Austrian,Á áætlun,2021-07-24,2021-07-27,Vín,OS9764,15:35,Departure
180,Icelandair,Á áætlun,2021-07-24,2021-07-27,Kaupmannahöfn,FI216SU3618,16:10,Departure
181,Wizz Air,Á áætlun,2021-07-24,2021-07-27,Búdapest,W62428,16:30,Departure
182,Wizz Air,Á áætlun,2021-07-24,2021-07-27,Vín,W62858,16:40,Departure
183,Icelandair,Á áætlun,2021-07-24,2021-07-27,Portland,FI665,16:50,Departure
184,Icelandair,Á áætlun,2021-07-24,2021-07-27,Washington Dulles,FI645B65645,16:50,Departure
185,Icelandair,Á áætlun,2021-07-24,2021-07-27,Denver,FI671,16:55,Departure
186,Icelandair,Á áætlun,2021-07-24,2021-07-27,New York Newark,FI623,17:00,Departure
187,Icelandair,Á áætlun,2021-07-24,2021-07-27,New York JFK,FI615,17:00,Departure
188,Icelandair,Á áætlun,2021-07-24,2021-07-27,Seattle,FI681,17:05,Departure
189,Icelandair,Á áætlun,2021-07-24,2021-07-27,Boston,FI631B65631,17:15,Departure
190,Wizz Air,Á áætlun,2021-07-24,2021-07-27,Mílanó,W65566,19:20,Departure
191,Wizz Air,Á áætlun,2021-07-24,2021-07-27,Gdansk,W61774,20:50,Departure
192,Wizz Air,Á áætlun,2021-07-24,2021-07-28,Varsjá,W61540,00:10,Departure
193,Icelandair,Á áætlun,2021-07-24,2021-07-28,Zurich,FI568,07:20,Departure
194,Icelandair,Á áætlun,2021-07-24,2021-07-28,Frankfurt,FI520,07:25,Departure
195,Icelandair,Á áætlun,2021-07-24,2021-07-28,Stokkhólmur,FI306SK6156 SU3615 AY6814,07:35,Departure
196,Icelandair,Á áætlun,2021-07-24,2021-07-28,London Heathrow,FI450,07:40,Departure
197,Icelandair,Á áætlun,2021-07-24,2021-07-28,Amsterdam,FI500SU3617,07:40,Departure
198,Icelandair,Á áætlun,2021-07-24,2021-07-28,París CDG,FI542,07:40,Departure
199,Icelandair,Á áætlun,2021-07-24,2021-07-28,Brussel,FI554,07:40,Departure
200,Icelandair,Á áætlun,2021-07-24,2021-07-28,Berlin Brandenburg,FI528,07:40,Departure
201,Icelandair,Á áætlun,2021-07-24,2021-07-28,Kaupmannahöfn,FI204SK6150 SU4480,07:45,Departure
202,Icelandair,Á áætlun,2021-07-24,2021-07-28,París CDG,FI544,07:45,Departure
203,Icelandair,Á áætlun,2021-07-24,2021-07-28,Kaupmannahöfn,FI206SU4481,08:00,Departure
204,Neos,Á áætlun,2021-07-24,2021-07-28,Tenerife South,NO3924,08:20,Departure
205,Icelandair,Á áætlun,2021-07-24,2021-07-28,Tenerife South,FI580,08:40,Departure
206,Delta,Á áætlun,2021-07-24,2021-07-28,Minneapolis St Paul,DL261,09:30,Departure
207,Delta,Á áætlun,2021-07-24,2021-07-28,Boston,DL267,10:15,Departure
208,United Airlines,Á áætlun,2021-07-24,2021-07-28,Chicago,UA913,10:30,Departure
209,SAS,Á áætlun,2021-07-24,2021-07-28,Kaupmannahöfn,SK596,10:30,Departure
210,Delta,Á áætlun,2021-07-24,2021-07-28,New York JFK,DL247,10:50,Departure
211,United Airlines,Á áætlun,2021-07-24,2021-07-28,New York Newark,UA967,11:20,Departure
212,Icelandair,Á áætlun,2021-07-24,2021-07-28,Mílanó,FI592,14:00,Departure
213,Edelweiss,Á áætlun,2021-07-24,2021-07-28,Zurich,WK301,15:50,Departure
214,Icelandair,Á áætlun,2021-07-24,2021-07-28,Kaupmannahöfn,FI216SU3618,16:10,Departure
215,Icelandair,Á áætlun,2021-07-24,2021-07-28,Minneapolis St Paul,FI657,16:45,Departure
216,Icelandair,Á áætlun,2021-07-24,2021-07-28,Chicago,FI853,16:45,Departure
217,Icelandair,Á áætlun,2021-07-24,2021-07-28,Washington Dulles,FI645B65645,16:50,Departure
218,Icelandair,Á áætlun,2021-07-24,2021-07-28,Denver,FI671,16:55,Departure
219,Icelandair,Á áætlun,2021-07-24,2021-07-28,New York JFK,FI615,17:00,Departure
220,Icelandair,Á áætlun,2021-07-24,2021-07-28,New York Newark,FI623,17:00,Departure
221,Icelandair,Á áætlun,2021-07-24,2021-07-28,Seattle,FI681,17:05,Departure
222,Icelandair,Á áætlun,2021-07-24,2021-07-28,Boston,FI631B65631,17:15,Departure
223,Wizz Air,Á áætlun,2021-07-24,2021-07-28,Katowice,W61168,18:50,Departure
224,Transavia,Á áætlun,2021-07-24,2021-07-28,Amsterdam,HV6886,19:50,Departure
225,Wizz Air,Á áætlun,2021-07-24,2021-07-29,Varsjá,W61540,00:10,Departure
226,Lufthansa,Á áætlun,2021-07-24,2021-07-29,Frankfurt,LH869,00:25,Departure
227,Czech Airlines,Á áætlun,2021-07-24,2021-07-29,Prag,OK461,02:00,Departure
228,Play,Á áætlun,2021-07-24,2021-07-29,París CDG,OG400,06:00,Departure
229,Play,Á áætlun,2021-07-24,2021-07-29,Kaupmannahöfn,OG900,06:30,Departure
230,Icelandair,Á áætlun,2021-07-24,2021-07-29,Munchen,FI532,07:20,Departure
231,Icelandair,Á áætlun,2021-07-24,2021-07-29,Zurich,FI568,07:20,Departure
232,Icelandair,Á áætlun,2021-07-24,2021-07-29,Frankfurt,FI520,07:25,Departure
233,Icelandair,Á áætlun,2021-07-24,2021-07-29,Stokkhólmur,FI306SK6156 SU3615 AY6814,07:35,Departure
234,Icelandair,Á áætlun,2021-07-24,2021-07-29,Berlin Brandenburg,FI528,07:40,Departure
235,Icelandair,Á áætlun,2021-07-24,2021-07-29,London Heathrow,FI450,07:40,Departure
236,Icelandair,Á áætlun,2021-07-24,2021-07-29,París CDG,FI542,07:40,Departure
237,Icelandair,Á áætlun,2021-07-24,2021-07-29,Amsterdam,FI500SU3617,07:40,Departure
238,Icelandair,Á áætlun,2021-07-24,2021-07-29,Brussel,FI554,07:40,Departure
239,Icelandair,Á áætlun,2021-07-24,2021-07-29,Kaupmannahöfn,FI204SK6150 SU4480,07:45,Departure
240,Icelandair,Á áætlun,2021-07-24,2021-07-29,París CDG,FI544,07:45,Departure
241,Icelandair,Á áætlun,2021-07-24,2021-07-29,Osló,FI318AY6818 SU3611,07:50,Departure
242,Icelandair,Á áætlun,2021-07-24,2021-07-29,Kaupmannahöfn,FI206SU4481,08:00,Departure
243,Neos,Á áætlun,2021-07-24,2021-07-29,Alicante,NO4902,08:20,Departure
244,EasyJet,Á áætlun,2021-07-24,2021-07-29,London Luton,EZY2296,08:45,Departure
245,Icelandair,Á áætlun,2021-07-24,2021-07-29,Alicante,FI1582,08:50,Departure
246,EasyJet,Á áætlun,2021-07-24,2021-07-29,Manchester,EZY1806,09:00,Departure
247,Wizz Air,Á áætlun,2021-07-24,2021-07-29,Vín,W62858,09:20,Departure
248,Icelandair,Á áætlun,2021-07-24,2021-07-29,Boston,FI635B65635,09:20,Departure
249,Delta,Á áætlun,2021-07-24,2021-07-29,Minneapolis St Paul,DL261,09:30,Departure
250,Delta,Á áætlun,2021-07-24,2021-07-29,Boston,DL267,10:15,Departure
251,United Airlines,Á áætlun,2021-07-24,2021-07-29,Chicago,UA913,10:30,Departure
252,SAS,Á áætlun,2021-07-24,2021-07-29,Kaupmannahöfn,SK596,10:30,Departure
253,British Airways,Á áætlun,2021-07-24,2021-07-29,London Heathrow,BA801AA6569,10:40,Departure
254,Delta,Á áætlun,2021-07-24,2021-07-29,New York JFK,DL247,10:50,Departure
255,United Airlines,Á áætlun,2021-07-24,2021-07-29,New York Newark,UA967,11:20,Departure
256,SAS,Á áætlun,2021-07-24,2021-07-29,Osló,SK4788,11:25,Departure
257,Lufthansa,Á áætlun,2021-07-24,2021-07-29,Frankfurt,LH857,13:35,Departure
258,Icelandair,Á áætlun,2021-07-24,2021-07-29,Madríd,FI594,14:00,Departure
259,Eurowings,Á áætlun,2021-07-24,2021-07-29,Hamborg,EW7809,14:20,Departure
260,EasyJet,Á áætlun,2021-07-24,2021-07-29,Edinborg,EZY6942,15:05,Departure
261,Play,Á áætlun,2021-07-24,2021-07-29,Berlin Brandenburg,OG704,15:15,Departure
262,Play,Á áætlun,2021-07-24,2021-07-29,London Stansted,OG804,15:15,Departure
263,Icelandair,Á áætlun,2021-07-24,2021-07-29,Kaupmannahöfn,FI216SU3618,16:10,Departure
264,Icelandair,Á áætlun,2021-07-24,2021-07-29,London Heathrow,FI454,16:10,Departure
265,Icelandair,Á áætlun,2021-07-24,2021-07-29,Chicago,FI853,16:45,Departure
266,Icelandair,Á áætlun,2021-07-24,2021-07-29,Minneapolis St Paul,FI657,16:45,Departure
267,Icelandair,Á áætlun,2021-07-24,2021-07-29,Portland,FI665,16:50,Departure
268,Icelandair,Á áætlun,2021-07-24,2021-07-29,Washington Dulles,FI645B65645,16:50,Departure
269,Icelandair,Á áætlun,2021-07-24,2021-07-29,Denver,FI671,16:55,Departure
270,Icelandair,Á áætlun,2021-07-24,2021-07-29,New York JFK,FI615,17:00,Departure
271,Icelandair,Á áætlun,2021-07-24,2021-07-29,New York Newark,FI623,17:00,Departure
272,Icelandair,Á áætlun,2021-07-24,2021-07-29,Seattle,FI681,17:05,Departure
273,Vueling,Á áætlun,2021-07-24,2021-07-29,Barcelona,VY8561,17:10,Departure
274,Icelandair,Á áætlun,2021-07-24,2021-07-29,Boston,FI631B65631,17:15,Departure
275,Icelandair,Á áætlun,2021-07-24,2021-07-29,Seattle,FI683,17:50,Departure
276,Wizz Air,Á áætlun,2021-07-24,2021-07-29,Riga,W62598,18:50,Departure
277,Norwegian,Á áætlun,2021-07-24,2021-07-29,Osló,DY1171,19:05,Departure
278,Wizz Air,Á áætlun,2021-07-24,2021-07-29,Mílanó,W65566,19:20,Departure
279,Wizz Air,Á áætlun,2021-07-24,2021-07-29,Gdansk,W61774,20:00,Departure
280,Ryanair Ltd.,Á áætlun,2021-07-24,2021-07-29,Vín,FR9991,23:00,Departure
281,Wizz Air,Á áætlun,2021-07-24,2021-07-30,Varsjá,W61540,00:10,Departure
282,Eurowings,Á áætlun,2021-07-24,2021-07-30,Dusseldorf,EW9281,00:30,Departure
283,Iberia Express,Á áætlun,2021-07-24,2021-07-30,Madríd,I23661,01:35,Departure
284,Lufthansa,Á áætlun,2021-07-24,2021-07-30,Munchen,LH2469,02:00,Departure
285,Play,Á áætlun,2021-07-24,2021-07-30,Berlin Brandenburg,OG700,06:00,Departure
286,Play,Á áætlun,2021-07-24,2021-07-30,London Stansted,OG800,06:30,Departure
287,Icelandair,Á áætlun,2021-07-24,2021-07-30,Zurich,FI568,07:20,Departure
288,Icelandair,Á áætlun,2021-07-24,2021-07-30,Munchen,FI532,07:20,Departure
289,Icelandair,Á áætlun,2021-07-24,2021-07-30,Frankfurt,FI520,07:25,Departure
290,Icelandair,Á áætlun,2021-07-24,2021-07-30,Helsinki,FI342AY6816,07:30,Departure
291,Icelandair,Á áætlun,2021-07-24,2021-07-30,Stokkhólmur,FI306SK6156 SU3615 AY6814,07:35,Departure
292,Icelandair,Á áætlun,2021-07-24,2021-07-30,París CDG,FI542,07:40,Departure
293,Icelandair,Á áætlun,2021-07-24,2021-07-30,Amsterdam,FI500SU3617,07:40,Departure
294,Icelandair,Á áætlun,2021-07-24,2021-07-30,Berlin Brandenburg,FI528,07:40,Departure
295,Icelandair,Á áætlun,2021-07-24,2021-07-30,London Heathrow,FI450,07:40,Departure
296,Icelandair,Á áætlun,2021-07-24,2021-07-30,Kaupmannahöfn,FI204SK6150 SU4480,07:45,Departure
297,Icelandair,Á áætlun,2021-07-24,2021-07-30,Osló,FI318AY6818 SU3611,07:50,Departure
298,Icelandair,Á áætlun,2021-07-24,2021-07-30,Kaupmannahöfn,FI206SU4481,08:00,Departure
299,Neos,Á áætlun,2021-07-24,2021-07-30,Tenerife South,NO5924,08:20,Departure
300,Icelandair,Á áætlun,2021-07-24,2021-07-30,Chania,FI1586,09:00,Departure
301,Delta,Á áætlun,2021-07-24,2021-07-30,Minneapolis St Paul,DL261,09:30,Departure
302,Delta,Á áætlun,2021-07-24,2021-07-30,Boston,DL267,10:15,Departure
303,SAS,Á áætlun,2021-07-24,2021-07-30,Kaupmannahöfn,SK596,10:30,Departure
304,United Airlines,Á áætlun,2021-07-24,2021-07-30,Chicago,UA913,10:30,Departure
305,Delta,Á áætlun,2021-07-24,2021-07-30,New York JFK,DL247,10:50,Departure
306,United Airlines,Á áætlun,2021-07-24,2021-07-30,New York Newark,UA967,11:20,Departure
307,SAS,Á áætlun,2021-07-24,2021-07-30,Osló,SK4788,11:25,Departure
308,Atlantic Airways,Á áætlun,2021-07-24,2021-07-30,Vagar,RC402KL9532 AF3886,12:00,Departure
309,Icelandair,Á áætlun,2021-07-24,2021-07-30,Mílanó,FI592,14:00,Departure
310,Air Baltic,Á áætlun,2021-07-24,2021-07-30,Riga,BT170,15:10,Departure
311,Play,Á áætlun,2021-07-24,2021-07-30,París CDG,OG404,15:15,Departure
312,Play,Á áætlun,2021-07-24,2021-07-30,Barcelona,OG614,15:15,Departure
313,Icelandair,Á áætlun,2021-07-24,2021-07-30,Frankfurt,FI524,15:55,Departure
314,Icelandair,Á áætlun,2021-07-24,2021-07-30,París CDG,FI540,16:00,Departure
315,Icelandair,Á áætlun,2021-07-24,2021-07-30,Kaupmannahöfn,FI216SU3618,16:10,Departure
316,Icelandair,Á áætlun,2021-07-24,2021-07-30,Billund,FI274,16:40,Departure
317,Icelandair,Á áætlun,2021-07-24,2021-07-30,Minneapolis St Paul,FI657,16:45,Departure
318,Icelandair,Á áætlun,2021-07-24,2021-07-30,Chicago,FI853,16:45,Departure
319,Icelandair,Á áætlun,2021-07-24,2021-07-30,Washington Dulles,FI645B65645,16:50,Departure
320,Icelandair,Á áætlun,2021-07-24,2021-07-30,Denver,FI671,16:55,Departure
321,Icelandair,Á áætlun,2021-07-24,2021-07-30,New York JFK,FI615,17:00,Departure
322,Icelandair,Á áætlun,2021-07-24,2021-07-30,New York Newark,FI623,17:00,Departure
323,Icelandair,Á áætlun,2021-07-24,2021-07-30,Seattle,FI681,17:05,Departure
324,Icelandair,Á áætlun,2021-07-24,2021-07-30,Boston,FI631B65631,17:15,Departure
325,Icelandair,Á áætlun,2021-07-24,2021-07-30,Orlando,FI689B65689,17:15,Departure
326,Transavia,Á áætlun,2021-07-24,2021-07-30,Amsterdam,HV6886,18:50,Departure
327,Wizz Air,Á áætlun,2021-07-24,2021-07-30,Rome Fiumicino,W68266,19:20,Departure
328,Wizz Air,Á áætlun,2021-07-24,2021-07-30,Katowice,W61168,20:00,Departure
329,Lufthansa,Á áætlun,2021-07-24,2021-07-31,Frankfurt,LH869,00:25,Departure
330,Icelandair,Á áætlun,2021-07-24,2021-07-31,Genf,FI564,07:20,Departure
331,Icelandair,Á áætlun,2021-07-24,2021-07-31,Zurich,FI568,07:20,Departure
332,Icelandair,Á áætlun,2021-07-24,2021-07-31,Munchen,FI532,07:20,Departure
333,Icelandair,Á áætlun,2021-07-24,2021-07-31,Frankfurt,FI520,07:25,Departure
334,Icelandair,Á áætlun,2021-07-24,2021-07-31,Stokkhólmur,FI306,07:35,Departure
335,Icelandair,Á áætlun,2021-07-24,2021-07-31,Amsterdam,FI500,07:40,Departure
336,Icelandair,Á áætlun,2021-07-24,2021-07-31,Berlin Brandenburg,FI528,07:40,Departure
337,Icelandair,Á áætlun,2021-07-24,2021-07-31,Brussel,FI554,07:40,Departure
338,Icelandair,Á áætlun,2021-07-24,2021-07-31,París CDG,FI542,07:40,Departure
339,Icelandair,Á áætlun,2021-07-24,2021-07-31,London Heathrow,FI450,07:40,Departure
340,Icelandair,Á áætlun,2021-07-24,2021-07-31,Kaupmannahöfn,FI204,07:45,Departure
341,Icelandair,Á áætlun,2021-07-24,2021-07-31,París CDG,FI544,07:45,Departure
342,Icelandair,Á áætlun,2021-07-24,2021-07-31,Amsterdam,FI506,07:50,Departure
343,Icelandair,Á áætlun,2021-07-24,2021-07-31,Kaupmannahöfn,FI206,08:00,Departure
344,Neos,Á áætlun,2021-07-24,2021-07-31,Verona,NO6956,08:20,Departure
345,Icelandair,Á áætlun,2021-07-24,2021-07-31,Tenerife South,FI580,08:40,Departure
346,Icelandair,Á áætlun,2021-07-24,2021-07-31,Boston,FI635,09:20,Departure
347,Delta,Á áætlun,2021-07-24,2021-07-31,Minneapolis St Paul,DL261,09:30,Departure
348,Play,Á áætlun,2021-07-24,2021-07-31,Tenerife South,OG620,10:05,Departure
349,British Airways,Á áætlun,2021-07-24,2021-07-31,London Heathrow,BA801,10:10,Departure
350,Delta,Á áætlun,2021-07-24,2021-07-31,Boston,DL267,10:15,Departure
351,United Airlines,Á áætlun,2021-07-24,2021-07-31,Chicago,UA913,10:30,Departure
352,Delta,Á áætlun,2021-07-24,2021-07-31,New York JFK,DL247,10:50,Departure
353,United Airlines,Á áætlun,2021-07-24,2021-07-31,New York Newark,UA967,11:20,Departure
354,Lufthansa,Á áætlun,2021-07-24,2021-07-31,Frankfurt,LH857,13:35,Departure
355,Icelandair,Á áætlun,2021-07-24,2021-07-31,Barcelona,FI596,14:00,Departure
356,Icelandair,Á áætlun,2021-07-24,2021-07-31,Mílanó,FI592,14:00,Departure
357,Icelandair,Á áætlun,2021-07-24,2021-07-31,Madríd,FI594,14:00,Departure
358,Play,Á áætlun,2021-07-24,2021-07-31,Alicante,OG604,15:15,Departure
359,Wizz Air,Á áætlun,2021-07-24,2021-07-31,Dortmund,W64714,15:50,Departure
360,Icelandair,Á áætlun,2021-07-24,2021-07-31,Kaupmannahöfn,FI216,16:25,Departure
361,Edelweiss,Á áætlun,2021-07-24,2021-07-31,Zurich,WK301,16:30,Departure
362,Wizz Air,Á áætlun,2021-07-24,2021-07-31,Búdapest,W62428,16:30,Departure
363,Wizz Air,Á áætlun,2021-07-24,2021-07-31,Vín,W62858,16:40,Departure
364,Icelandair,Á áætlun,2021-07-24,2021-07-31,Minneapolis St Paul,FI657,16:45,Departure
365,Icelandair,Á áætlun,2021-07-24,2021-07-31,Chicago,FI853,16:45,Departure
366,Icelandair,Á áætlun,2021-07-24,2021-07-31,Portland,FI665,16:50,Departure
367,Icelandair,Á áætlun,2021-07-24,2021-07-31,Washington Dulles,FI645,16:50,Departure
368,Icelandair,Á áætlun,2021-07-24,2021-07-31,Denver,FI671,16:55,Departure
369,Icelandair,Á áætlun,2021-07-24,2021-07-31,New York JFK,FI615,17:00,Departure
370,Icelandair,Á áætlun,2021-07-24,2021-07-31,New York Newark,FI623,17:00,Departure
371,Icelandair,Á áætlun,2021-07-24,2021-07-31,Seattle,FI681,17:05,Departure
372,Vueling,Á áætlun,2021-07-24,2021-07-31,Barcelona,VY8561,17:10,Departure
373,Icelandair,Á áætlun,2021-07-24,2021-07-31,Boston,FI631,17:15,Departure
374,Icelandair,Á áætlun,2021-07-24,2021-07-31,Seattle,FI683,17:50,Departure
375,Wizz Air,Á áætlun,2021-07-24,2021-07-31,Wroclaw,W61898,18:50,Departure
376,Wizz Air,Á áætlun,2021-07-24,2021-07-31,Mílanó,W65566,19:20,Departure
377,Transavia,Á áætlun,2021-07-24,2021-07-31,Amsterdam,HV6888,19:50,Departure
378,Wizz Air,Á áætlun,2021-07-24,2021-07-31,Gdansk,W61774,20:50,Departure
379,Wizz Air,Á áætlun,2021-07-24,2021-08-01,Varsjá,W61540,00:10,Departure
380,Lufthansa,Á áætlun,2021-07-24,2021-08-01,Munchen,LH2469,01:05,Departure
381,Czech Airlines,Á áætlun,2021-07-24,2021-08-01,Prag,OK461,01:30,Departure
382,Iberia Express,Á áætlun,2021-07-24,2021-08-01,Madríd,I23661,01:35,Departure
383,Play,Á áætlun,2021-07-24,2021-08-01,París CDG,OG400,06:00,Departure
384,Play,Á áætlun,2021-07-24,2021-08-01,London Stansted,OG800,06:30,Departure
385,Icelandair,Á áætlun,2021-07-24,2021-08-01,Zurich,FI568,07:20,Departure
386,Icelandair,Á áætlun,2021-07-24,2021-08-01,Munchen,FI532,07:20,Departure
387,Icelandair,Á áætlun,2021-07-24,2021-08-01,Frankfurt,FI520,07:25,Departure
388,Icelandair,Á áætlun,2021-07-24,2021-08-01,Stokkhólmur,FI306,07:35,Departure
389,Icelandair,Á áætlun,2021-07-24,2021-08-01,London Heathrow,FI450,07:40,Departure
390,Icelandair,Á áætlun,2021-07-24,2021-08-01,Amsterdam,FI500,07:40,Departure
391,Icelandair,Á áætlun,2021-07-24,2021-08-01,París CDG,FI542,07:40,Departure
392,Icelandair,Á áætlun,2021-07-24,2021-08-01,Brussel,FI554,07:40,Departure
393,Icelandair,Á áætlun,2021-07-24,2021-08-01,Berlin Brandenburg,FI528,07:40,Departure
394,Icelandair,Á áætlun,2021-07-24,2021-08-01,Kaupmannahöfn,FI204,07:45,Departure
395,Icelandair,Á áætlun,2021-07-24,2021-08-01,Hamborg,FI510,07:50,Departure
396,Icelandair,Á áætlun,2021-07-24,2021-08-01,Osló,FI318,07:50,Departure
397,Icelandair,Á áætlun,2021-07-24,2021-08-01,Kaupmannahöfn,FI206,08:00,Departure
398,Icelandair,Á áætlun,2021-07-24,2021-08-01,Malaga,FI1520,08:50,Departure
399,EasyJet,Á áætlun,2021-07-24,2021-08-01,Manchester,EZY1806,09:15,Departure
400,Eurowings,Á áætlun,2021-07-24,2021-08-01,Hamborg,EW7809,09:20,Departure
401,Delta,Á áætlun,2021-07-24,2021-08-01,Minneapolis St Paul,DL261,09:30,Departure
402,EasyJet,Á áætlun,2021-07-24,2021-08-01,London Luton,EZY2296,09:35,Departure
403,SAS,Á áætlun,2021-07-24,2021-08-01,Kaupmannahöfn,SK596,09:55,Departure
404,Norwegian,Á áætlun,2021-07-24,2021-08-01,Osló,DY1171,10:00,Departure
405,Delta,Á áætlun,2021-07-24,2021-08-01,Boston,DL267,10:15,Departure
406,United Airlines,Á áætlun,2021-07-24,2021-08-01,Chicago,UA913,10:30,Departure
407,Delta,Á áætlun,2021-07-24,2021-08-01,New York JFK,DL247,10:50,Departure
408,United Airlines,Á áætlun,2021-07-24,2021-08-01,New York Newark,UA967,11:20,Departure
409,SAS,Á áætlun,2021-07-24,2021-08-01,Osló,SK4788,12:45,Departure
410,Air Baltic,Á áætlun,2021-07-24,2021-08-01,Riga,BT170,15:10,Departure
411,Play,Á áætlun,2021-07-24,2021-08-01,Kaupmannahöfn,OG904,15:15,Departure
412,Play,Á áætlun,2021-07-24,2021-08-01,Berlin Brandenburg,OG704,15:15,Departure
413,EasyJet,Á áætlun,2021-07-24,2021-08-01,Edinborg,EZY6942,15:25,Departure
414,Icelandair,Á áætlun,2021-07-24,2021-08-01,Frankfurt,FI524,15:55,Departure
415,Icelandair,Á áætlun,2021-07-24,2021-08-01,París CDG,FI540,16:00,Departure
416,Icelandair,Á áætlun,2021-07-24,2021-08-01,Amsterdam,FI504,16:00,Departure
417,Icelandair,Á áætlun,2021-07-24,2021-08-01,Kaupmannahöfn,FI216,16:10,Departure
418,Icelandair,Á áætlun,2021-07-24,2021-08-01,London Heathrow,FI454,16:10,Departure
419,Icelandair,Á áætlun,2021-07-24,2021-08-01,Minneapolis St Paul,FI657,16:45,Departure
420,Icelandair,Á áætlun,2021-07-24,2021-08-01,Chicago,FI853,16:45,Departure
421,Icelandair,Á áætlun,2021-07-24,2021-08-01,Washington Dulles,FI645,16:50,Departure
422,Icelandair,Á áætlun,2021-07-24,2021-08-01,Denver,FI671,16:55,Departure
423,Icelandair,Á áætlun,2021-07-24,2021-08-01,New York JFK,FI615,17:00,Departure
424,Icelandair,Á áætlun,2021-07-24,2021-08-01,New York Newark,FI623,17:00,Departure
425,Icelandair,Á áætlun,2021-07-24,2021-08-01,Seattle,FI681,17:05,Departure
426,Icelandair,Á áætlun,2021-07-24,2021-08-01,Boston,FI631,17:15,Departure
427,Wizz Air,Á áætlun,2021-07-24,2021-08-01,Riga,W62598,20:50,Departure
428,Wizz Air,Á áætlun,2021-07-24,2021-08-02,Varsjá,W61540,00:05,Departure
429,Lufthansa,Á áætlun,2021-07-24,2021-08-02,Frankfurt,LH869,00:25,Departure
430,Eurowings,Á áætlun,2021-07-24,2021-08-02,Dusseldorf,EW9281,00:30,Departure
431,Austrian,Á áætlun,2021-07-24,2021-08-02,Vín,OS9762,01:00,Departure
432,Czech Airlines,Á áætlun,2021-07-24,2021-08-02,Prag,OK461,02:00,Departure
433,Play,Á áætlun,2021-07-24,2021-08-02,París CDG,OG400,06:00,Departure
434,Play,Á áætlun,2021-07-24,2021-08-02,London Stansted,OG800,06:30,Departure
435,Icelandair,Á áætlun,2021-07-24,2021-08-02,Zurich,FI568,07:20,Departure
436,Icelandair,Á áætlun,2021-07-24,2021-08-02,Munchen,FI532,07:20,Departure
437,Icelandair,Á áætlun,2021-07-24,2021-08-02,Genf,FI564,07:20,Departure
438,Icelandair,Á áætlun,2021-07-24,2021-08-02,Frankfurt,FI520,07:25,Departure
439,Icelandair,Á áætlun,2021-07-24,2021-08-02,Stokkhólmur,FI306,07:35,Departure
440,Icelandair,Á áætlun,2021-07-24,2021-08-02,París CDG,FI542,07:40,Departure
441,Icelandair,Á áætlun,2021-07-24,2021-08-02,London Heathrow,FI450,07:40,Departure
442,Icelandair,Á áætlun,2021-07-24,2021-08-02,Amsterdam,FI500,07:40,Departure
443,Icelandair,Á áætlun,2021-07-24,2021-08-02,Berlin Brandenburg,FI528,07:40,Departure
444,Icelandair,Á áætlun,2021-07-24,2021-08-02,Brussel,FI554,07:40,Departure
