Airline,Confirmed,CreationDate,Date,Destination,FlightNumber,Scheduled,Type,Scenario
Icelandair,Á áætlun,2021-07-24,2021-09-18,Stokkhólmur,FI306,07:35,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-18,Amsterdam,FI500,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-18,Berlin Brandenburg,FI528,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-18,París CDG,FI542,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-18,Brussel,FI554,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-18,London Heathrow,FI450,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-18,London Gatwick,FI470,07:45,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-18,Kaupmannahöfn,FI204,07:45,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-18,Osló,FI318,07:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-18,Amsterdam,FI506,07:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-18,París CDG,FI544,07:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-18,Manchester,FI440,08:00,Departure,Plan
Neos,Á áætlun,2021-07-24,2021-09-18,Verona,NO6956,08:20,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-18,Kaupmannahöfn,FI206,08:20,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-18,Madeira,FI1518,08:30,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-18,Tenerife South,FI580,08:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-18,Tenerife South,FI582,08:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-18,Boston,FI635,09:20,Departure,Plan
Delta,Á áætlun,2021-07-24,2021-09-18,Minneapolis St Paul,DL261,09:30,Departure,Plan
British Airways,Á áætlun,2021-07-24,2021-09-18,London Heathrow,BA801,10:10,Departure,Plan
Play,Á áætlun,2021-07-24,2021-09-18,Tenerife South,OG620,10:10,Departure,Plan
United Airlines,Á áætlun,2021-07-24,2021-09-18,Chicago,UA913,10:30,Departure,Plan
Delta,Á áætlun,2021-07-24,2021-09-18,New York JFK,DL247,11:15,Departure,Plan
United Airlines,Á áætlun,2021-07-24,2021-09-18,New York Newark,UA967,11:20,Departure,Plan
Lufthansa,Á áætlun,2021-07-24,2021-09-18,Frankfurt,LH857,13:35,Departure,Plan
Play,Á áætlun,2021-07-24,2021-09-18,Alicante,OG604,15:15,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-18,Mílanó,FI592,15:20,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-09-18,Dortmund,W64714,15:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-18,London Heathrow,FI454,16:10,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-09-18,Búdapest,W62428,16:25,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-18,Kaupmannahöfn,FI216,16:25,Departure,Plan
Edelweiss,Á áætlun,2021-07-24,2021-09-18,Zurich,WK301,16:30,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-18,Madríd,FI594,16:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-18,Minneapolis St Paul,FI657,16:45,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-18,Chicago,FI853,16:45,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-18,Portland,FI665,16:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-18,Washington Dulles,FI645,16:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-18,Denver,FI671,16:55,Departure,Plan
Air Greenland,Á áætlun,2021-07-24,2021-09-18,Nuuk,GL711,16:55,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-18,New York JFK,FI615,17:00,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-18,New York Newark,FI623,17:00,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-18,Toronto,FI603,17:05,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-18,Seattle,FI681,17:05,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-18,Boston,FI631,17:15,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-18,Vancouver,FI697,17:20,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-18,Orlando,FI689,17:25,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-09-18,Vín,W62858,17:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-18,Seattle,FI683,17:50,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-09-18,Wroclaw,W61898,18:50,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-09-18,Mílanó,W65566,19:20,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-09-18,Gdansk,W61774,20:50,Departure,Plan
Vueling,Á áætlun,2021-07-24,2021-09-18,Barcelona,VY8561,21:55,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-09-18,London Luton,W94498,21:55,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-09-19,Varsjá,W61540,00:10,Departure,Plan
Transavia,Á áætlun,2021-07-24,2021-09-19,París Orly,TO4041,00:45,Departure,Plan
Lufthansa,Á áætlun,2021-07-24,2021-09-19,Munchen,LH2469,01:05,Departure,Plan
Czech Airlines,Á áætlun,2021-07-24,2021-09-19,Prag,OK461,01:30,Departure,Plan
Iberia Express,Á áætlun,2021-07-24,2021-09-19,Madríd,I23661,01:35,Departure,Plan
Play,Á áætlun,2021-07-24,2021-09-19,París CDG,OG400,06:00,Departure,Plan
Play,Á áætlun,2021-07-24,2021-09-19,Berlin Brandenburg,OG700,06:00,Departure,Plan
Play,Á áætlun,2021-07-24,2021-09-19,London Stansted,OG800,06:30,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-19,Genf,FI564,07:20,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-19,Zurich,FI568,07:20,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-19,Munchen,FI532,07:20,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-19,Frankfurt,FI520,07:25,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-19,Helsinki,FI342,07:30,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-19,Dublin,FI416,07:30,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-19,Glasgow,FI430,07:35,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-19,Dusseldorf,FI578,07:35,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-19,Stokkhólmur,FI306,07:35,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-19,London Heathrow,FI450,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-19,Amsterdam,FI500,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-19,Berlin Brandenburg,FI528,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-19,París CDG,FI542,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-19,Brussel,FI554,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-19,London Gatwick,FI470,07:45,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-19,Kaupmannahöfn,FI204,07:45,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-19,Hamborg,FI510,07:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-19,Osló,FI318,07:50,Departure,Plan
Neos,Á áætlun,2021-07-24,2021-09-19,Tenerife South,NO7924,08:20,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-19,Kaupmannahöfn,FI206,08:20,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-19,Manchester,FI440,08:25,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-19,Malaga,FI1526,08:50,Departure,Plan
EasyJet,Á áætlun,2021-07-24,2021-09-19,Manchester,EZY1806,09:15,Departure,Plan
Delta,Á áætlun,2021-07-24,2021-09-19,Minneapolis St Paul,DL261,09:30,Departure,Plan
EasyJet,Á áætlun,2021-07-24,2021-09-19,London Luton,EZY2296,09:35,Departure,Plan
Norwegian,Á áætlun,2021-07-24,2021-09-19,Osló,DY1171,10:00,Departure,Plan
United Airlines,Á áætlun,2021-07-24,2021-09-19,Chicago,UA913,10:30,Departure,Plan
Delta,Á áætlun,2021-07-24,2021-09-19,New York JFK,DL247,11:15,Departure,Plan
United Airlines,Á áætlun,2021-07-24,2021-09-19,New York Newark,UA967,11:20,Departure,Plan
Vueling,Á áætlun,2021-07-24,2021-09-19,Barcelona,VY2008,12:20,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-09-19,Napoli Capodichino,W68434,14:20,Departure,Plan
Air Baltic,Á áætlun,2021-07-24,2021-09-19,Riga,BT170,15:10,Departure,Plan
Play,Á áætlun,2021-07-24,2021-09-19,Kaupmannahöfn,OG904,15:15,Departure,Plan
EasyJet,Á áætlun,2021-07-24,2021-09-19,Edinborg,EZY6942,15:25,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-19,París CDG,FI540,15:30,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-19,Frankfurt,FI524,15:55,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-19,Amsterdam,FI504,15:55,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-19,Kaupmannahöfn,FI216,16:10,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-19,London Heathrow,FI454,16:10,Departure,Plan
SAS,Á áætlun,2021-07-24,2021-09-19,Osló,SK4788,16:15,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-19,Osló,FI324,16:25,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-19,Stokkhólmur,FI312,16:25,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-19,Minneapolis St Paul,FI657,16:45,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-19,Chicago,FI853,16:45,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-19,Portland,FI665,16:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-19,Washington Dulles,FI645,16:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-19,Denver,FI671,16:55,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-19,New York JFK,FI615,17:00,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-19,New York Newark,FI623,17:00,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-19,Toronto,FI603,17:05,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-19,Seattle,FI681,17:05,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-19,Boston,FI631,17:15,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-09-19,Kraká,W65054,17:15,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-19,Vancouver,FI697,17:20,Departure,Plan
Transavia,Á áætlun,2021-07-24,2021-09-19,Amsterdam,HV6886,20:05,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-09-19,Riga,W62598,20:50,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-09-20,Varsjá,W61540,00:05,Departure,Plan
Lufthansa,Á áætlun,2021-07-24,2021-09-20,Frankfurt,LH869,00:25,Departure,Plan
Eurowings,Á áætlun,2021-07-24,2021-09-20,Dusseldorf,EW9281,00:30,Departure,Plan
Czech Airlines,Á áætlun,2021-07-24,2021-09-20,Prag,OK461,01:30,Departure,Plan
Play,Á áætlun,2021-07-24,2021-09-20,París CDG,OG400,06:00,Departure,Plan
Play,Á áætlun,2021-07-24,2021-09-20,Berlin Brandenburg,OG700,06:00,Departure,Plan
Play,Á áætlun,2021-07-24,2021-09-20,London Stansted,OG800,06:30,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,Zurich,FI568,07:20,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,Munchen,FI532,07:20,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,Genf,FI564,07:20,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,Frankfurt,FI520,07:25,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,Helsinki,FI342,07:30,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,Dublin,FI416,07:30,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,Glasgow,FI430,07:35,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,Dusseldorf,FI578,07:35,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,Stokkhólmur,FI306,07:35,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,París CDG,FI542,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,London Heathrow,FI450,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,Amsterdam,FI500,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,Brussel,FI554,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,Berlin Brandenburg,FI528,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,London Gatwick,FI470,07:45,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,Kaupmannahöfn,FI204,07:45,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,Amsterdam,FI506,07:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,Osló,FI318,07:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,Hamborg,FI510,07:50,Departure,Plan
Neos,Á áætlun,2021-07-24,2021-09-20,Alicante,NO1902,08:20,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,Kaupmannahöfn,FI206,08:20,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,Manchester,FI440,08:25,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,Malta Luqa,FI1016,08:35,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,Alicante,FI1582,08:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,Bergen,FI334,08:55,Departure,Plan
EasyJet,Á áætlun,2021-07-24,2021-09-20,London Luton,EZY2296,09:10,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,Boston,FI635,09:20,Departure,Plan
Delta,Á áætlun,2021-07-24,2021-09-20,Minneapolis St Paul,DL261,09:30,Departure,Plan
United Airlines,Á áætlun,2021-07-24,2021-09-20,Chicago,UA913,10:30,Departure,Plan
SAS,Á áætlun,2021-07-24,2021-09-20,Kaupmannahöfn,SK596,10:30,Departure,Plan
JET2.Com,Á áætlun,2021-07-24,2021-09-20,Manchester,LS4088,11:15,Departure,Plan
Delta,Á áætlun,2021-07-24,2021-09-20,New York JFK,DL247,11:15,Departure,Plan
SAS,Á áætlun,2021-07-24,2021-09-20,Osló,SK4788,11:15,Departure,Plan
United Airlines,Á áætlun,2021-07-24,2021-09-20,New York Newark,UA967,11:20,Departure,Plan
Atlantic Airways,Á áætlun,2021-07-24,2021-09-20,Vagar,RC402,11:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,Bilbao,FI1538,14:00,Departure,Plan
Air Baltic,Á áætlun,2021-07-24,2021-09-20,Riga,BT170,15:10,Departure,Plan
Play,Á áætlun,2021-07-24,2021-09-20,Kaupmannahöfn,OG904,15:15,Departure,Plan
Play,Á áætlun,2021-07-24,2021-09-20,Barcelona,OG614,15:15,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,Mílanó,FI592,15:20,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,París CDG,FI540,16:00,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,London Heathrow,FI454,16:10,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,Kaupmannahöfn,FI216,16:10,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,Billund,FI274,16:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,Minneapolis St Paul,FI657,16:45,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,Chicago,FI853,16:45,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,Washington Dulles,FI645,16:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,Portland,FI665,16:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,Chicago,FI837,16:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,Denver,FI671,16:55,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,New York JFK,FI615,17:00,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,New York Newark,FI623,17:00,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,Toronto,FI603,17:05,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,Seattle,FI681,17:05,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,Boston,FI631,17:15,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,Vancouver,FI697,17:20,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-20,Orlando,FI689,17:25,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-09-20,Napoli Capodichino,W68434,18:10,Departure,Plan
Transavia,Á áætlun,2021-07-24,2021-09-20,Amsterdam,HV6888,18:20,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-09-20,Wroclaw,W61898,18:50,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-09-20,Rome Fiumicino,W68266,19:20,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-09-20,Katowice,W61168,20:45,Departure,Plan
Vueling,Á áætlun,2021-07-24,2021-09-20,Barcelona,VY8561,21:55,Departure,Plan
Lufthansa,Á áætlun,2021-07-24,2021-09-21,Frankfurt,LH869,00:25,Departure,Plan
Czech Airlines,Á áætlun,2021-07-24,2021-09-21,Prag,OK461,01:30,Departure,Plan
Play,Á áætlun,2021-07-24,2021-09-21,Berlin Brandenburg,OG700,05:45,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-21,Genf,FI564,07:20,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-21,Munchen,FI532,07:20,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-21,Zurich,FI568,07:20,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-21,Frankfurt,FI520,07:25,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-21,Dublin,FI416,07:30,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-21,Helsinki,FI342,07:30,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-21,Glasgow,FI430,07:35,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-21,Stokkhólmur,FI306,07:35,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-21,Brussel,FI554,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-21,London Heathrow,FI450,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-21,París CDG,FI542,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-21,Amsterdam,FI500,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-21,Berlin Brandenburg,FI528,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-21,London Gatwick,FI470,07:45,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-21,Kaupmannahöfn,FI204,07:45,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-21,Osló,FI318,07:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-21,Amsterdam,FI506,07:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-21,Hamborg,FI510,07:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-21,París CDG,FI544,07:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-21,Kaupmannahöfn,FI206,08:20,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-21,Lanzarote,FI1510,08:40,Departure,Plan
Neos,Á áætlun,2021-07-24,2021-09-21,Tenerife South,NO2924,08:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-21,Chania,FI1586,09:00,Departure,Plan
Delta,Á áætlun,2021-07-24,2021-09-21,Minneapolis St Paul,DL261,09:30,Departure,Plan
Play,Á áætlun,2021-07-24,2021-09-21,Alicante,OG600,10:00,Departure,Plan
Play,Á áætlun,2021-07-24,2021-09-21,Tenerife South,OG620,10:10,Departure,Plan
United Airlines,Á áætlun,2021-07-24,2021-09-21,Chicago,UA913,10:30,Departure,Plan
SAS,Á áætlun,2021-07-24,2021-09-21,Kaupmannahöfn,SK596,10:30,Departure,Plan
British Airways,Á áætlun,2021-07-24,2021-09-21,London Heathrow,BA801,10:45,Departure,Plan
Delta,Á áætlun,2021-07-24,2021-09-21,New York JFK,DL247,11:15,Departure,Plan
United Airlines,Á áætlun,2021-07-24,2021-09-21,New York Newark,UA967,11:20,Departure,Plan
SAS,Á áætlun,2021-07-24,2021-09-21,Osló,SK4788,11:40,Departure,Plan
Vueling,Á áætlun,2021-07-24,2021-09-21,Barcelona,VY2008,12:20,Departure,Plan
Lufthansa,Á áætlun,2021-07-24,2021-09-21,Frankfurt,LH857,13:35,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-21,Madríd,FI594,14:00,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-09-21,Dortmund,W64714,15:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-21,Frankfurt,FI524,15:55,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-21,Kaupmannahöfn,FI216,16:10,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-21,London Heathrow,FI454,16:10,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-09-21,Búdapest,W62428,16:25,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-21,Minneapolis St Paul,FI657,16:45,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-21,Chicago,FI853,16:45,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-21,Portland,FI665,16:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-21,Chicago,FI837,16:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-21,Washington Dulles,FI645,16:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-21,Denver,FI671,16:55,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-21,New York JFK,FI615,17:00,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-21,Minneapolis St Paul,FI659,17:00,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-21,New York Newark,FI623,17:00,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-21,Toronto,FI603,17:05,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-21,Seattle,FI681,17:05,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-21,Boston,FI631,17:15,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-21,Vancouver,FI697,17:20,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-21,Orlando,FI689,17:25,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-09-21,Vín,W62858,17:50,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-09-21,Wroclaw,W61898,18:50,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-09-21,Mílanó,W65566,19:20,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-09-21,Gdansk,W61774,20:50,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-09-21,London Luton,W94498,21:55,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-09-22,Varsjá,W61540,00:10,Departure,Plan
Transavia,Á áætlun,2021-07-24,2021-09-22,París Orly,TO4041,00:45,Departure,Plan
Iberia Express,Á áætlun,2021-07-24,2021-09-22,Madríd,I23661,01:35,Departure,Plan
Play,Á áætlun,2021-07-24,2021-09-22,París CDG,OG400,06:00,Departure,Plan
Play,Á áætlun,2021-07-24,2021-09-22,Berlin Brandenburg,OG700,06:00,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-22,Munchen,FI532,07:20,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-22,Genf,FI564,07:20,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-22,Zurich,FI568,07:20,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-22,Frankfurt,FI520,07:25,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-22,Helsinki,FI342,07:30,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-22,Dublin,FI416,07:30,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-22,Glasgow,FI430,07:35,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-22,Dusseldorf,FI578,07:35,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-22,Stokkhólmur,FI306,07:35,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-22,Brussel,FI554,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-22,París CDG,FI542,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-22,London Heathrow,FI450,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-22,Amsterdam,FI500,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-22,Berlin Brandenburg,FI528,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-22,London Gatwick,FI470,07:45,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-22,Kaupmannahöfn,FI204,07:45,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-22,Amsterdam,FI506,07:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-22,Osló,FI318,07:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-22,París CDG,FI544,07:50,Departure,Plan
Neos,Á áætlun,2021-07-24,2021-09-22,Tenerife South,NO3924,08:20,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-22,Kaupmannahöfn,FI206,08:20,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-22,Madeira,FI1518,08:30,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-22,Tenerife South,FI580,08:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-09-22,Tenerife South,FI582,08:50,Departure,Plan
Delta,Á áætlun,2021-07-24,2021-09-22,Minneapolis St Paul,DL261,09:30,Departure,Plan
Play,Á áætlun,2021-07-24,2021-09-22,Tenerife South,OG620,10:10,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-09-22,Kraká,W65054,10:15,Departure,Plan
United Airlines,Á áætlun,2021-07-24,2021-09-22,Chicago,UA913,10:30,Departure,Plan
